# solver_fvmcc_F90::
# Nonequilibrium flo
# Primitive variable
#               "xc"                 "u"                 "v"                 "T"                "Te"                 "p"               "rho"                "h0"                "Mf"                 x_N                 x_O                x_NO                x_N2                x_O2               rho_N               rho_O              rho_NO              rho_N2              rho_O2
   0.1037739500E+001   -0.4256658228E+003    0.8216828140E+004    0.7998522709E+004    0.1009858190E+005    0.2203173261E+005    0.4950113471E-002    0.4045975456E+008    0.1570231217E+000    0.7468713407E+000    0.2172974285E+000    0.2415451278E-003    0.3558756025E-001    0.2125407104E-005    0.3465659125E-002    0.1151761364E-002    0.2401110001E-005    0.3302693415E-003    0.2253097793E-007
   0.1038091200E+001   -0.4336744214E+003    0.8260429202E+004    0.8050957169E+004    0.1014021623E+005    0.2201210353E+005    0.4920688725E-002    0.4045808893E+008    0.1596033886E+000    0.7450514310E+000    0.2175996536E+000    0.2530206337E-003    0.3709365308E-001    0.2241699323E-005    0.3431637960E-002    0.1144830732E-002    0.2496576479E-005    0.3416998685E-003    0.2358796287E-007
   0.1038445400E+001   -0.4421134446E+003    0.8304002981E+004    0.8109868816E+004    0.1018296992E+005    0.2199098991E+005    0.4888136154E-002    0.4045629938E+008    0.1622827216E+000    0.7430432793E+000    0.2179325409E+000    0.2662209640E-003    0.3875557961E-001    0.2379224895E-005    0.3394268861E-002    0.1137161326E-002    0.2605242214E-005    0.3540758949E-003    0.2482935797E-007
   0.1038802100E+001   -0.4510491245E+003    0.8347494958E+004    0.8176289427E+004    0.1022731442E+005    0.2196808549E+005    0.4852030070E-002    0.4045416754E+008    0.1650752198E+000    0.7408180137E+000    0.2183006987E+000    0.2814833616E-003    0.4059726109E-001    0.2543119592E-005    0.3353116689E-002    0.1128652189E-002    0.2729377376E-005    0.3675055174E-003    0.2629673209E-007
   0.1039161300E+001   -0.4605628100E+003    0.8390877665E+004    0.8251555670E+004    0.1027348082E+005    0.2194312049E+005    0.4811856956E-002    0.4045169609E+008    0.1679976253E+000    0.7383381332E+000    0.2187100509E+000    0.2992699621E-003    0.4264980541E-001    0.2740516820E-005    0.3307646071E-002    0.1119181040E-002    0.2872106814E-005    0.3821296908E-003    0.2804749441E-007
   0.1039522950E+001   -0.4707576612E+003    0.8434085559E+004    0.8337280258E+004    0.1032146038E+005    0.2191564045E+005    0.4767000686E-002    0.4044885372E+008    0.1710717833E+000    0.7355585932E+000    0.2191676950E+000    0.3201901091E-003    0.4495054042E-001    0.2981266866E-005    0.3257228449E-002    0.1108601228E-002    0.3037474099E-005    0.3981033745E-003    0.3015988381E-007
   0.1039887150E+001   -0.4817686141E+003    0.8477072014E+004    0.8435562573E+004    0.1037059544E+005    0.2188510362E+005    0.4716695086E-002    0.4044567407E+008    0.1743264038E+000    0.7324206637E+000    0.2196827950E+000    0.3451068214E-003    0.4754815475E-001    0.3279729018E-005    0.3201078496E-002    0.1096729816E-002    0.3231193783E-005    0.4156228333E-003    0.3274700324E-007
   0.1040253900E+001   -0.4937678574E+003    0.8519780308E+004    0.8549094901E+004    0.1042155973E+005    0.2185082244E+005    0.4660005463E-002    0.4044173515E+008    0.1777978144E+000    0.7288492956E+000    0.2202670538E+000    0.3750858997E-003    0.5050490943E-001    0.3655256539E-005    0.3138242993E-002    0.1083343649E-002    0.3459818314E-005    0.4349230468E-003    0.3595543581E-007
   0.1040623150E+001   -0.5069831914E+003    0.8562125236E+004    0.8681357751E+004    0.1047451938E+005    0.2181181243E+005    0.4595773529E-002    0.4043694480E+008    0.1815345938E+000    0.7247474843E+000    0.2209354642E+000    0.4116294564E-003    0.5390128536E-001    0.4136691672E-005    0.3067552448E-002    0.1068165590E-002    0.3732376542E-005    0.4562831149E-003    0.3999965977E-007
   0.1040994900E+001   -0.5217241765E+003    0.8604015623E+004    0.8837018686E+004    0.1052943866E+005    0.2176672925E+005    0.4522528771E-002    0.4043106356E+008    0.1856031019E+000    0.7199849270E+000    0.2217079790E+000    0.4568881007E-003    0.5784543772E-001    0.4768179687E-005    0.2987528011E-002    0.1050842851E-002    0.4061366237E-005    0.4800513428E-003    0.4520006503E-007
   0.1041369150E+001   -0.5384189569E+003    0.8645343044E+004    0.9022432984E+004    0.1058608570E+005    0.2171366998E+005    0.4438391167E-002    0.4042371812E+008    0.1900955479E+000    0.7143839425E+000    0.2226115150E+000    0.5140154327E-003    0.6248490716E-001    0.5619884829E-005    0.2896292580E-002    0.1030923032E-002    0.4464374627E-005    0.5066591288E-003    0.5205183302E-007
   0.1041745900E+001   -0.5576734724E+003    0.8685976494E+004    0.9246458068E+004    0.1064271075E+005    0.2164988705E+005    0.4340931073E-002    0.4041459644E+008    0.1951428245E+000    0.7076963670E+000    0.2236830996E+000    0.5878820477E-003    0.6802584226E-001    0.6809123022E-005    0.2791440506E-002    0.1007818791E-002    0.4967585305E-005    0.5366428327E-003    0.6135789555E-007
   0.1042125150E+001   -0.5803713687E+003    0.8725755562E+004    0.9521703236E+004    0.1069893247E+005    0.2157125267E+005    0.4226985478E-002    0.4040247391E+008    0.2009369569E+000    0.6995675958E+000    0.2249750127E+000    0.6858286454E-003    0.7476302533E-001    0.8537484495E-005    0.2669879055E-002    0.9807629655E-003    0.5607267173E-005    0.5706617533E-003    0.7443714313E-007
   0.1042506950E+001   -0.6078492913E+003    0.8764482386E+004    0.9866737549E+004    0.1075307077E+005    0.2147133899E+005    0.4092365376E-002    0.4038611121E+008    0.2077700877E+000    0.6894718864E+000    0.2265632123E+000    0.8198830415E-003    0.8313383471E-001    0.1118352998E-004    0.2527570595E-002    0.9487329739E-003    0.6438910090E-005    0.6095292359E-003    0.9366201638E-007
   0.1042891250E+001   -0.6421876156E+003    0.8801929103E+004    0.1031017488E+005    0.1080143616E+005    0.2134017891E+005    0.3931461955E-002    0.4036341303E+008    0.2160944035E+000    0.6765920374E+000    0.2285619579E+000    0.1010970258E-002    0.9381949259E-001    0.1554181289E-004    0.2359174614E-002    0.9103429242E-003    0.7551710077E-005    0.6542689034E-003    0.1238034494E-006
   0.1043278050E+001   -0.6867899084E+003    0.8837782522E+004    0.1089719410E+005    0.1083668587E+005    0.2116080870E+005    0.3736924545E-002    0.4032895207E+008    0.2266572310E+000    0.6595871151E+000    0.2311488263E+000    0.1298335898E-002    0.1079420503E+000    0.2367238322E-004    0.2157699284E-002    0.8637306203E-003    0.9098704167E-005    0.7062190246E-003    0.1769125335E-006
   0.1043667400E+001   -0.7474270546E+003    0.8871650434E+004    0.1170284914E+005    0.1084402904E+005    0.2090474231E+005    0.3499101359E-002    0.4027654712E+008    0.2407119856E+000    0.6362518391E+000    0.2345943138E+000    0.1763176093E-002    0.1273471224E+000    0.4354866567E-004    0.1914623751E-002    0.8063799894E-003    0.1136642277E-004    0.7664318128E-003    0.2993829816E-006
   0.1044059250E+001   -0.8344601562E+003    0.8903013234E+004    0.1285675624E+005    0.1079235404E+005    0.2052012859E+005    0.3206316403E-002    0.4019348916E+008    0.2605169553E+000    0.6026926030E+000    0.2392573728E+000    0.2607411981E-002    0.1553183983E+000    0.1242137945E-003    0.1620487588E-002    0.7348235167E-003    0.1501873069E-004    0.8352235797E-003    0.7629877085E-006
   0.1044453650E+001   -0.9685806192E+003    0.8931235501E+004    0.1459704166E+005    0.1061217788E+005    0.1990002701E+005    0.2845014845E-002    0.4005512573E+008    0.2906966207E+000    0.5518022045E+000    0.2451029963E+000    0.4458010539E-002    0.1979980011E+000    0.6387876428E-003    0.1267282474E-002    0.6429933592E-003    0.2193334218E-004    0.9094541293E-003    0.3351539707E-005
   0.1044850550E+001   -0.1202448127E+004    0.8955573031E+004    0.1738773053E+005    0.1012020435E+005    0.1874882424E+005    0.2396099000E-002    0.3981593318E+008    0.3440118274E+000    0.4707629278E+000    0.2480044225E+000    0.9495190158E-002    0.2674587011E+000    0.4278758538E-002    0.8551347821E-003    0.5145879486E-003    0.3694959720E-004    0.9716705567E-003    0.1775611545E-004
   0.1045249900E+001   -0.1760492823E+004    0.8975024479E+004    0.2180090031E+005    0.8798563454E+004    0.1574387049E+005    0.1796257625E-002    0.3935528141E+008    0.4827965652E+000    0.3416623909E+000    0.2242546460E+000    0.2271789608E-001    0.3858134077E+000    0.2555165929E-001    0.4156573217E-003    0.3116359689E-003    0.5920795936E-004    0.9387405342E-003    0.7101584060E-004
   0.1045651800E+001   -0.4298676497E+004    0.8989526612E+004    0.2267801111E+005    0.5380959702E+004    0.5782425009E+004    0.7482808585E-003    0.3943624731E+008    0.1281355409E+001    0.1760522149E+000    0.1329560357E+000    0.2707059927E-001    0.5645211813E+000    0.9939996887E-001    0.7562192323E-004    0.6523522306E-004    0.2491023476E-004    0.4849717734E-003    0.9754170405E-004
   0.1046056200E+001   -0.7281258717E+004    0.8997375529E+004    0.1277440043E+005    0.2313740738E+004    0.1398726030E+004    0.3548883712E-003    0.4162797858E+008    0.3075179008E+001    0.7299105446E-001    0.5975891081E-001    0.9921963593E-002    0.6928235005E+000    0.1645045707E+000    0.1346365420E-004    0.1259110523E-004    0.3920709504E-005    0.2555912118E-003    0.6932169051E-004
   0.1046463050E+001   -0.8558848408E+004    0.8999571265E+004    0.4175335360E+004    0.1120472820E+004    0.3709033159E+003    0.3019689351E-003    0.4117498599E+008    0.6511258157E+001    0.2209582701E-001    0.1910701818E-001    0.2173821409E-002    0.7596757140E+000    0.1969476194E+000    0.3306593389E-005    0.3266113843E-005    0.6968962363E-006    0.2273677010E-003    0.6733163069E-004
   0.1046872450E+001   -0.8943582107E+004    0.8999967027E+004    0.8034023079E+003    0.6172858621E+003    0.6711266476E+002    0.2889904861E-003    0.4058843473E+008    0.1567959249E+002    0.3103655560E-002    0.3018031906E-002    0.2063848127E-003    0.7854734864E+000    0.2081984414E+000    0.4367632666E-006    0.4851368722E-006    0.6221914642E-007    0.2210721899E-003    0.6693417683E-004
   0.1047284350E+001   -0.8997121353E+004    0.8999998930E+004    0.2753397443E+003    0.3662777913E+003    0.2279900238E+002    0.2872722090E-003    0.4045546050E+008    0.2699108053E+002    0.1595201718E-003    0.1698362776E-003    0.7157086626E-005    0.7897532104E+000    0.2099102761E+000    0.2225172723E-007    0.2706116259E-007    0.2138740620E-008    0.2203279098E-003    0.6689284753E-004
   0.1047698700E+001   -0.8999905214E+004    0.8999999973E+004    0.2464472834E+003    0.2597576791E+003    0.2039715302E+002    0.2871834221E-003    0.4044708144E+008    0.2854095788E+002    0.5183151925E-005    0.6069073237E-005    0.1528952785E-006    0.7899913363E+000    0.2099972585E+000    0.7226710159E-009    0.9665780883E-009    0.4566826318E-010    0.2202921504E-003    0.6688953678E-004
   0.1048115550E+001   -0.8999996974E+004    0.8999999999E+004    0.2454820297E+003    0.2458588460E+003    0.2031695021E+002    0.2871804965E-003    0.4044679124E+008    0.2859739995E+002    0.1627252565E-006    0.2095787143E-006    0.3155061839E-008    0.7899995366E+000    0.2100000880E+000    0.2268793412E-010    0.3337759414E-010    0.9423700042E-012    0.2202910346E-003    0.6688940489E-004
   0.1048534850E+001   -0.8999999904E+004    0.9000000000E+004    0.2454510218E+003    0.2454593409E+003    0.2031437377E+002    0.2871804031E-003    0.4044678179E+008    0.2859921862E+002    0.5075524009E-008    0.7189918979E-008    0.6499127725E-010    0.7899998099E+000    0.2100001778E+000    0.7076533629E-012    0.1145068795E-011    0.1941162483E-013    0.2202910010E-003    0.6688940017E-004
   0.1048956650E+001   -0.8999999997E+004    0.9000000000E+004    0.2454500324E+003    0.2454502109E+003    0.2031429156E+002    0.2871804001E-003    0.4044678148E+008    0.2859927666E+002    0.1580692909E-009    0.2458275606E-009    0.1653159173E-011    0.7899998190E+000    0.2100001806E+000    0.2203862648E-013    0.3915042144E-013    0.4934752529E-015    0.2202910000E-003    0.6688940001E-004
   0.1049380950E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500010E+003    0.2454500047E+003    0.2031428895E+002    0.2871804000E-003    0.4044678147E+008    0.2859927850E+002    0.5569229412E-011    0.8944038356E-011    0.3624845063E-012    0.7899998193E+000    0.2100001807E+000    0.7763488013E-015    0.1424271322E-014    0.1079700195E-015    0.2202910000E-003    0.6688940000E-004
   0.1049807650E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500001E+003    0.2031428887E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.8669649696E-012    0.9093458066E-012    0.3363382290E-012    0.7899998193E+000    0.2100001807E+000    0.1207369195E-015    0.1446634612E-015    0.1001605172E-015    0.2202910000E-003    0.6688940000E-004
   0.1050236800E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7227674213E-012    0.6383079765E-012    0.3358115800E-012    0.7899998193E+000    0.2100001807E+000    0.1006322173E-015    0.1014978845E-015    0.1000032150E-015    0.2202910000E-003    0.6688940000E-004
   0.1050668400E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7183704311E-012    0.6292164055E-012    0.3358010315E-012    0.7899998193E+000    0.2100001807E+000    0.1000191682E-015    0.1000499578E-015    0.1000000644E-015    0.2202910000E-003    0.6688940000E-004
   0.1051102450E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182370947E-012    0.6289131252E-012    0.3358008213E-012    0.7899998193E+000    0.2100001807E+000    0.1000005778E-015    0.1000016573E-015    0.1000000016E-015    0.2202910000E-003    0.6688940000E-004
   0.1051538950E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182330735E-012    0.6289030635E-012    0.3358008172E-012    0.7899998193E+000    0.2100001807E+000    0.1000000172E-015    0.1000000548E-015    0.1000000004E-015    0.2202910000E-003    0.6688940000E-004
   0.1051977850E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329529E-012    0.6289027315E-012    0.3358008171E-012    0.7899998193E+000    0.2100001807E+000    0.1000000004E-015    0.1000000020E-015    0.1000000003E-015    0.2202910000E-003    0.6688940000E-004
   0.1052419200E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329493E-012    0.6289027206E-012    0.3358008171E-012    0.7899998193E+000    0.2100001807E+000    0.9999999987E-016    0.1000000002E-015    0.1000000003E-015    0.2202910000E-003    0.6688940000E-004
   0.1052862950E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329492E-012    0.6289027202E-012    0.3358008171E-012    0.7899998193E+000    0.2100001807E+000    0.9999999985E-016    0.1000000002E-015    0.1000000003E-015    0.2202910000E-003    0.6688940000E-004
   0.1053309050E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329493E-012    0.6289027202E-012    0.3358008171E-012    0.7899998193E+000    0.2100001807E+000    0.9999999985E-016    0.1000000002E-015    0.1000000003E-015    0.2202910000E-003    0.6688940000E-004
   0.1053757550E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329493E-012    0.6289027202E-012    0.3358008170E-012    0.7899998193E+000    0.2100001807E+000    0.9999999985E-016    0.1000000002E-015    0.1000000003E-015    0.2202910000E-003    0.6688940000E-004
   0.1054208450E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329493E-012    0.6289027202E-012    0.3358008170E-012    0.7899998193E+000    0.2100001807E+000    0.9999999986E-016    0.1000000002E-015    0.1000000003E-015    0.2202910000E-003    0.6688940000E-004
   0.1054661700E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329493E-012    0.6289027202E-012    0.3358008170E-012    0.7899998193E+000    0.2100001807E+000    0.9999999986E-016    0.1000000002E-015    0.1000000003E-015    0.2202910000E-003    0.6688940000E-004
   0.1055117300E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329493E-012    0.6289027202E-012    0.3358008170E-012    0.7899998193E+000    0.2100001807E+000    0.9999999986E-016    0.1000000002E-015    0.1000000003E-015    0.2202910000E-003    0.6688940000E-004
   0.1055575250E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329493E-012    0.6289027202E-012    0.3358008170E-012    0.7899998193E+000    0.2100001807E+000    0.9999999986E-016    0.1000000002E-015    0.1000000003E-015    0.2202910000E-003    0.6688940000E-004
   0.1056035500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329493E-012    0.6289027202E-012    0.3358008170E-012    0.7899998193E+000    0.2100001807E+000    0.9999999986E-016    0.1000000002E-015    0.1000000003E-015    0.2202910000E-003    0.6688940000E-004
   0.1056498100E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329493E-012    0.6289027201E-012    0.3358008170E-012    0.7899998193E+000    0.2100001807E+000    0.9999999986E-016    0.1000000002E-015    0.1000000003E-015    0.2202910000E-003    0.6688940000E-004
   0.1056963000E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329493E-012    0.6289027201E-012    0.3358008170E-012    0.7899998193E+000    0.2100001807E+000    0.9999999986E-016    0.1000000002E-015    0.1000000003E-015    0.2202910000E-003    0.6688940000E-004
   0.1057430150E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329493E-012    0.6289027201E-012    0.3358008170E-012    0.7899998193E+000    0.2100001807E+000    0.9999999987E-016    0.1000000002E-015    0.1000000003E-015    0.2202910000E-003    0.6688940000E-004
   0.1057899600E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329494E-012    0.6289027201E-012    0.3358008170E-012    0.7899998193E+000    0.2100001807E+000    0.9999999987E-016    0.1000000002E-015    0.1000000003E-015    0.2202910000E-003    0.6688940000E-004
   0.1058371350E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329494E-012    0.6289027201E-012    0.3358008169E-012    0.7899998193E+000    0.2100001807E+000    0.9999999987E-016    0.1000000001E-015    0.1000000003E-015    0.2202910000E-003    0.6688940000E-004
   0.1058845350E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329494E-012    0.6289027201E-012    0.3358008169E-012    0.7899998193E+000    0.2100001807E+000    0.9999999987E-016    0.1000000001E-015    0.1000000003E-015    0.2202910000E-003    0.6688940000E-004
   0.1059321550E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329494E-012    0.6289027201E-012    0.3358008169E-012    0.7899998193E+000    0.2100001807E+000    0.9999999987E-016    0.1000000001E-015    0.1000000003E-015    0.2202910000E-003    0.6688940000E-004
   0.1059799950E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329494E-012    0.6289027201E-012    0.3358008169E-012    0.7899998193E+000    0.2100001807E+000    0.9999999987E-016    0.1000000001E-015    0.1000000003E-015    0.2202910000E-003    0.6688940000E-004
   0.1060280600E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329494E-012    0.6289027201E-012    0.3358008169E-012    0.7899998193E+000    0.2100001807E+000    0.9999999988E-016    0.1000000001E-015    0.1000000003E-015    0.2202910000E-003    0.6688940000E-004
   0.1060763400E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329494E-012    0.6289027201E-012    0.3358008169E-012    0.7899998193E+000    0.2100001807E+000    0.9999999988E-016    0.1000000001E-015    0.1000000003E-015    0.2202910000E-003    0.6688940000E-004
   0.1061248350E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329494E-012    0.6289027200E-012    0.3358008169E-012    0.7899998193E+000    0.2100001807E+000    0.9999999988E-016    0.1000000001E-015    0.1000000003E-015    0.2202910000E-003    0.6688940000E-004
   0.1061735500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329494E-012    0.6289027200E-012    0.3358008169E-012    0.7899998193E+000    0.2100001807E+000    0.9999999988E-016    0.1000000001E-015    0.1000000003E-015    0.2202910000E-003    0.6688940000E-004
   0.1062224750E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329495E-012    0.6289027200E-012    0.3358008169E-012    0.7899998193E+000    0.2100001807E+000    0.9999999988E-016    0.1000000001E-015    0.1000000003E-015    0.2202910000E-003    0.6688940000E-004
   0.1062716150E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329495E-012    0.6289027200E-012    0.3358008168E-012    0.7899998193E+000    0.2100001807E+000    0.9999999988E-016    0.1000000001E-015    0.1000000003E-015    0.2202910000E-003    0.6688940000E-004
   0.1063209650E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329495E-012    0.6289027200E-012    0.3358008168E-012    0.7899998193E+000    0.2100001807E+000    0.9999999988E-016    0.1000000001E-015    0.1000000002E-015    0.2202910000E-003    0.6688940000E-004
   0.1063705200E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329495E-012    0.6289027200E-012    0.3358008168E-012    0.7899998193E+000    0.2100001807E+000    0.9999999989E-016    0.1000000001E-015    0.1000000002E-015    0.2202910000E-003    0.6688940000E-004
   0.1064202800E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329495E-012    0.6289027200E-012    0.3358008168E-012    0.7899998193E+000    0.2100001807E+000    0.9999999989E-016    0.1000000001E-015    0.1000000002E-015    0.2202910000E-003    0.6688940000E-004
   0.1064702450E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329495E-012    0.6289027200E-012    0.3358008168E-012    0.7899998193E+000    0.2100001807E+000    0.9999999989E-016    0.1000000001E-015    0.1000000002E-015    0.2202910000E-003    0.6688940000E-004
   0.1065204100E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329495E-012    0.6289027200E-012    0.3358008168E-012    0.7899998193E+000    0.2100001807E+000    0.9999999989E-016    0.1000000001E-015    0.1000000002E-015    0.2202910000E-003    0.6688940000E-004
   0.1065707750E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329495E-012    0.6289027199E-012    0.3358008168E-012    0.7899998193E+000    0.2100001807E+000    0.9999999989E-016    0.1000000001E-015    0.1000000002E-015    0.2202910000E-003    0.6688940000E-004
   0.1066213400E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329495E-012    0.6289027199E-012    0.3358008168E-012    0.7899998193E+000    0.2100001807E+000    0.9999999989E-016    0.1000000001E-015    0.1000000002E-015    0.2202910000E-003    0.6688940000E-004
   0.1066721000E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329496E-012    0.6289027199E-012    0.3358008168E-012    0.7899998193E+000    0.2100001807E+000    0.9999999990E-016    0.1000000001E-015    0.1000000002E-015    0.2202910000E-003    0.6688940000E-004
   0.1067230550E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329496E-012    0.6289027199E-012    0.3358008167E-012    0.7899998193E+000    0.2100001807E+000    0.9999999990E-016    0.1000000001E-015    0.1000000002E-015    0.2202910000E-003    0.6688940000E-004
   0.1067742000E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329496E-012    0.6289027199E-012    0.3358008167E-012    0.7899998193E+000    0.2100001807E+000    0.9999999990E-016    0.1000000001E-015    0.1000000002E-015    0.2202910000E-003    0.6688940000E-004
   0.1068255300E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329496E-012    0.6289027199E-012    0.3358008167E-012    0.7899998193E+000    0.2100001807E+000    0.9999999990E-016    0.1000000001E-015    0.1000000002E-015    0.2202910000E-003    0.6688940000E-004
   0.1068770450E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329496E-012    0.6289027199E-012    0.3358008167E-012    0.7899998193E+000    0.2100001807E+000    0.9999999990E-016    0.1000000001E-015    0.1000000002E-015    0.2202910000E-003    0.6688940000E-004
