# solver_fvmcc_F90::
# Nonequilibrium flo
# Primitive variable
#               "xc"                 "u"                 "v"                 "T"                "Te"                 "p"               "rho"                "h0"                "Mf"                 x_N                 x_O                x_NO                x_N2                x_O2               rho_N               rho_O              rho_NO              rho_N2              rho_O2
   0.1047352500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027195E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047357500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027195E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047362500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027195E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047367500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027195E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047372500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027195E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047377500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027195E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047382500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027195E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047387000E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027195E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047391500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027195E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047396500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027195E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047401500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027195E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047406500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027195E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047411500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027195E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047416500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027194E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047421500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027194E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047426500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027194E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047431500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027194E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047436500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027194E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047441500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027194E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047446500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027194E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047451500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027194E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047456500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027194E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047461500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027194E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047466500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027194E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047471500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027194E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047476500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027194E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047481500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027194E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047486500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027194E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047491500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027194E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047496500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027194E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047501500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027194E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047506000E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027194E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047510500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027194E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047515500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027194E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047520500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027194E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047525500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027194E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047530500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027194E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047535500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027194E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047540500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027194E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047545500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027194E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047550500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027194E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047555500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027194E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047560500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027194E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047565500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027194E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047570500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027194E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047575500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027194E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047580500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027194E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047585500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027194E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047590500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027194E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047595500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027194E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047600500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027194E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047605500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027194E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047610500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027194E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047615500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027194E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047620500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027194E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047625000E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027194E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047629500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027194E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047634500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027194E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047639500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027194E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047644500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027194E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047649500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027194E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047654500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027194E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047659500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027194E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047664500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027194E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047669500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027194E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047674500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027194E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047679500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027194E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047684500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027194E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047689500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027194E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047694500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027194E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047699500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027194E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
   0.1047704500E+001   -0.9000000000E+004    0.9000000000E+004    0.2454500000E+003    0.2454500000E+003    0.2031428886E+002    0.2871804000E-003    0.4044678147E+008    0.2859927856E+002    0.7182329500E-012    0.6289027194E-012    0.3358008163E-012    0.7899998193E+000    0.2100001807E+000    0.9999999996E-016    0.1000000000E-015    0.1000000001E-015    0.2202910000E-003    0.6688940000E-004
